index,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
16141,CORONATION sTReEt: ThE mysTERy of THE MIsSIng hOTPOt reCipe,PC,2011,ADvEnTurE,avanquest,0.0,0.01,0.0,0.0,0.01,,,,,,
16142,DEaD riSINg,XOne,2016,ACTION,capcom,0.01,0.0,0.0,0.0,0.01,,,8.8,12.0,Capcom,M
16143,abUNAI: KOI NO SOUsA SHitsu,PSP,2012,aCtion,quinrose,0.0,0.0,0.01,0.0,0.01,,,,,,
16144,MLB 15: tHE shOw,PSV,2015,sporTS,sony computer entertainment,0.01,0.0,0.0,0.0,0.01,,,8.8,5.0,SCEA San Diego Studios,E
16145,azUre STRIkEr gunvolt,3DS,2016,acTiON,yacht club games,0.01,0.0,0.0,0.0,0.01,77.0,20.0,8.4,62.0,Inti Creates,E10+
16146,PeNGuInS Of MAdaGaScaR,Wii,2014,acTIOn,namco bandai games,0.0,0.01,0.0,0.0,0.01,,,tbd,,Little Orbit,E
16147,maGic eNcyCLOPEdIa: MoONliGHt,DS,2010,miSc,foreign media games,0.0,0.01,0.0,0.0,0.01,,,,,,
16148,don braDMAN CriCket 14,PS3,2014,SPOrTs,tru blu entertainment,0.0,0.01,0.0,0.0,0.01,73.0,5.0,6.9,55.0,Big Ant Studios,E
16149,SOulLINK ExTenSIOn,PS2,2006,advENtUrE,interchannel,0.0,0.0,0.01,0.0,0.01,,,,,,
16150,cOdENAme: pAnZeRs pHase tWo,PC,2005,strATeGY,cdv software entertainment,0.0,0.01,0.0,0.0,0.01,80.0,36.0,8.1,15.0,Stormregion,T
16151,WINning Post 7 MaXimUm 2008,PS2,2008,SPoRts,tecmo koei,0.0,0.0,0.01,0.0,0.01,,,,,,
16152,samUraI ShoDoWn ANTHolOGy (jP SAlES),PS2,2008,FiGHting,ignition entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,
16153,sANGOkU kOi SenKI: OtOme nO heihoU!,PS2,2011,adVeNtUre,prototype,0.0,0.0,0.01,0.0,0.01,,,,,,
16154,aLFa RoMEO raCinG iTaLIAno,PS2,2005,RaCINg,black bean games,0.01,0.01,0.0,0.0,0.01,,,6.8,5.0,Milestone S.r.l,E
16155,"PaChI-sLOt TEIoU: golgO 13 las VEGAS (jP SALeS, BUt WroNg SYSTem)",PS2,2002,mIsc,media entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,
16156,tHE LAsT remnANt,PC,2009,ROlE-playING,square enix,0.0,0.01,0.0,0.0,0.01,66.0,23.0,8.3,240.0,Square Enix,M
16157,kAIToU joker: TOKI o KOeru kAitou tO UsHiNAWAretA houseKI,3DS,2015,aCTioN,namco bandai games,0.0,0.0,0.01,0.0,0.01,,,,,,
16158,suPER robOt TAiseN xo,X360,2006,StRatEgy,banpresto,0.0,0.0,0.01,0.0,0.01,,,,,,
16159,aQUaMan: BATtLE For AtlANtIs,XB,,actIOn,unknown,0.01,0.0,0.0,0.0,0.01,26.0,13.0,2.7,15.0,Lucky Chicken,T
16160,RaveN'S CRy,PS4,2015,ROLe-PlAYinG,topware interactive,0.0,0.01,0.0,0.0,0.01,,,,,,
16161,CALl Of juaREZ,PC,2006,shOOtER,ubisoft,0.0,0.01,0.0,0.0,0.01,72.0,25.0,7.8,223.0,Techland,M
16162,PaCHItTE choNmagE TaTsUjIN 16: pACHinKO HiSSAtSu shIgOtOJIn Iii,PS2,2010,MISc,hackberry,0.0,0.0,0.01,0.0,0.01,,,,,,
16163,UNReAL ToUrNamENT 2003,PC,2002,sHOOTer,atari,0.0,0.01,0.0,0.0,0.01,86.0,27.0,8.2,98.0,Digital Extremes,M
16164,neVERwiNter NiGhtS 2: mAsK Of tHe BeTraYer,PC,2007,rOLE-playiNg,atari,0.0,0.01,0.0,0.0,0.01,82.0,25.0,8.8,182.0,Obsidian Entertainment,T
16165,mortal koMbAT: TouRnaMeNt EDITIoN,GBA,2003,fightInG,midway games,0.01,0.0,0.0,0.0,0.01,75.0,14.0,8.1,8.0,Criterion Games,M
16166,SeAwORLd adVeNtURE PARkS: SHamU's DEEP sea advENturE,XB,2005,AdVENTUrE,activision,0.01,0.0,0.0,0.0,0.01,,,,,,
16167,dIarY GIRl,DS,2008,mIsc,konami digital entertainment,0.01,0.0,0.0,0.0,0.01,,,tbd,,Konami,E
16168,SHItsUji ga ArUjI o eRabu TOKI,PSV,2016,ADVEnTurE,unknown,0.0,0.0,0.01,0.0,0.01,,,,,,
16169,Rayman RaVIng RaBBiDs,PC,2006,MiSC,ubisoft,0.0,0.01,0.0,0.0,0.01,58.0,6.0,7.6,31.0,Ubisoft Bulgaria,E
16170,WAr For ThE OVerwORLD,PC,2015,strAtegy,unknown,0.0,0.01,0.0,0.0,0.01,65.0,14.0,7.7,90.0,Subterranean Games,
16171,WORld pOkER ToUr,GBA,2005,misc,take-two interactive,0.01,0.0,0.0,0.0,0.01,,,tbd,,Backbone Emeryville,E
16172,beST OF TEsts,DS,2008,puZZLe,conspiracy entertainment,0.01,0.0,0.0,0.0,0.01,,,,,,
16173,InfiniTE STratos 2: LovE AND pUrge,PSV,2015,AcTioN,5pb,0.0,0.0,0.01,0.0,0.01,,,,,,
16174,honDA atV fEver,DS,2010,rAcInG,storm city games,0.01,0.0,0.0,0.0,0.01,,,tbd,,Beyond Reality,E
16175,umIhara kaWase juN: sECOND EdItIoN kANzeNBAN,DS,2009,PuzZLE,genterprise,0.0,0.0,0.01,0.0,0.01,,,,,,
16176,50 clAsSiC GaMeS,3DS,2012,misc,avanquest software,0.0,0.01,0.0,0.0,0.01,,,,,,
16177,psYchO-pAsS,XOne,2014,aDVENTuRE,5pb,0.0,0.0,0.01,0.0,0.01,,,,,,
16178,fAB 5 soccER,DS,2008,SpoRTs,destineer,0.01,0.0,0.0,0.0,0.01,,,tbd,,Magellan Interactive,E
16179,destiny liNKS,DS,2009,ROLe-playinG,namco bandai games,0.0,0.0,0.01,0.0,0.01,,,,,,
16180,egG MAnIA: eGGStReME MaDNesS,XB,2002,puzzLE,kemco,0.01,0.0,0.0,0.0,0.01,58.0,7.0,tbd,,HotGen,E
16181,PRo aNGLer MoveS,PS3,2012,SpoRTS,"interworks unlimited, inc.",0.01,0.0,0.0,0.0,0.01,,,tbd,,"Interworks Unlimited, Inc.",E
16182,WRc: fIA World rALLy chAmPionship,PC,,rACiNG,black bean games,0.0,0.01,0.0,0.0,0.01,65.0,7.0,,,Black Bean Games,RP
16183,SAkuRA SaKura: HAru URaRa,PSP,2010,AdVentURe,gn software,0.0,0.0,0.01,0.0,0.01,,,,,,
16184,roCkSmiTh 2014 eDItiOn rEmasterEd,XOne,2016,MIsc,ubisoft,0.01,0.0,0.0,0.0,0.01,,,tbd,,Ubisoft,T
16185,utA no * Prince-SAma: sweEt SereNadE,PSP,2011,adVEnturE,broccoli,0.0,0.0,0.01,0.0,0.01,,,,,,
16186,hIGURAShi nO nAkU KOro ni Iki,PS3,2015,aCtion,kaga create,0.0,0.0,0.01,0.0,0.01,,,,,,
16187,thE Legend OF hErOes: trAils IN THE SKy ThIRD chAPTER,PS3,2013,ROlE-PLAyinG,falcom corporation,0.0,0.0,0.01,0.0,0.01,,,,,,
16188,RoAd tRIP: SHIFtINg gEArs,GBA,2002,racIng,zoo digital publishing,0.01,0.0,0.0,0.0,0.01,,,7.6,5.0,Takara,E
16189,ReWriTE,PSV,2014,AdVENtURe,prototype,0.0,0.0,0.01,0.0,0.01,,,,,,
16190,DarkSiDErS: WArmAStEReD eDitIoN,XOne,2016,ActiON,nordic games,0.01,0.0,0.0,0.0,0.01,80.0,13.0,7.9,14.0,Nordic Games Publishing,M
16191,mAJoR drEaM: majOR wII NAgeRO! gyroBALL!!,Wii,2008,sPoRTs,takara tomy,0.0,0.0,0.01,0.0,0.01,,,,,,
16192,"iza, SHUTsuJin! kOisEN",PSP,2011,ADVENTuRE,quinrose,0.0,0.0,0.01,0.0,0.01,,,,,,
16193,graND THeFT auTo iii,PC,2002,ACTion,take-two interactive,0.0,0.01,0.0,0.0,0.01,93.0,20.0,8.4,805.0,"DMA Design, Rockstar North",M
16194,HIiRo NO kaKERA: SHiN tAmayOrI hImE deNShou,PS2,2009,ADVEnTurE,idea factory,0.0,0.0,0.01,0.0,0.01,,,,,,
16195,DateNsHI No aMAi yuuWAkU X KAIkAN PhRASE,DS,2010,adVeNTURE,furyu,0.0,0.0,0.01,0.0,0.01,,,,,,
16196,GroOVeriDER: sLOt cAr THUndER,XB,2003,RaCiNg,encore,0.01,0.0,0.0,0.0,0.01,45.0,9.0,7.3,8.0,King of the Jungle,E
16197,sUpEr PIckupS,Wii,2009,rAciNg,xs games,0.01,0.0,0.0,0.0,0.01,,,tbd,,Milestone S.r.l,E
16198,BAkUmAtsu kOihaNA: shINsenGuMI DS,DS,2008,advENtuRe,d3publisher,0.0,0.0,0.01,0.0,0.01,,,,,,
16199,diGGEr simuLator,PC,2011,SIMULATion,excalibur publishing,0.0,0.01,0.0,0.0,0.01,,,,,,
16200,mIYako: awAYuKI No UTaGE,PSP,2012,AcTiON,idea factory,0.0,0.0,0.01,0.0,0.01,,,,,,
16201,liFESigNs: sURGiCAl uNit,DS,2005,SImULATion,jowood productions,0.01,0.01,0.0,0.0,0.01,61.0,17.0,7.8,5.0,Spike,T
16202,koNaMI ClASsicS VoL. 2,X360,2009,MISc,konami digital entertainment,0.01,0.0,0.0,0.0,0.01,,,tbd,,Konami,E10+
16203,thE tEchNOmanCer,PC,2016,RoLE-pLAYInG,focus home interactive,0.0,0.01,0.0,0.0,0.01,56.0,34.0,6.8,149.0,"Spidersoft, Spiders",M
16204,FOOTBaLl manAgeR LIvE,PC,2009,SPORTs,sega,0.0,0.01,0.0,0.0,0.01,82.0,23.0,3.1,45.0,Sports Interactive,
16205,AEoN FlUx,XB,2005,aCtIOn,thq,0.01,0.0,0.0,0.0,0.01,69.0,27.0,3,4.0,Terminal Reality,T
16206,marginal #4: iDol Of SuPErNOvA,PSV,2014,AdVeNture,idea factory,0.0,0.0,0.01,0.0,0.01,,,,,,
16207,tobiDase! kAGakU-KUN cHIKyuu DAItAnKeN! nAZO nO ChINKAi SEiBUTsu Ni idOmE!,DS,2011,MiSC,namco bandai games,0.0,0.0,0.01,0.0,0.01,,,,,,
16208,kAna: imouto,PSP,2010,AdvENTURe,cyberfront,0.0,0.0,0.01,0.0,0.01,,,,,,
16209,ROCk N' ROLL rAcInG,SNES,1993,RaciNg,interplay,0.0,0.0,0.01,0.0,0.01,,,,,,
16210,IMPOSsibLE CREaTURES,PC,2002,sTrATEgY,microsoft game studios,0.0,0.01,0.0,0.0,0.01,72.0,30.0,8,39.0,Relic,T
16211,SEriOUS sam II,PC,2005,ShooteR,take-two interactive,0.0,0.01,0.0,0.0,0.01,74.0,31.0,7,152.0,Croteam,M
16212,fooTbalL acAdemy,DS,2009,spoRTS,electronic arts,0.0,0.01,0.0,0.0,0.01,,,,,,
16213,GOGo's craZy BoNES,DS,2012,aCtIon,gamemill entertainment,0.0,0.01,0.0,0.0,0.01,,,tbd,,Black Lantern Studios,E
16214,nORn + nOnETTe: last ErA,PSV,2015,AcTIoN,idea factory,0.0,0.0,0.01,0.0,0.01,,,,,,
16215,NOdAMe cantaBiLe,PS2,2007,MiSC,banpresto,0.0,0.0,0.01,0.0,0.01,,,,,,
16216,GaMeS aRounD THe WoRld,DS,2010,MiSC,zoo games,0.01,0.0,0.0,0.0,0.01,,,tbd,,Zoo Games,E10+
16217,HiTOTsu tOBaSHI renAI V,PSV,2015,ADVENtuRe,kaga create,0.0,0.0,0.01,0.0,0.01,,,,,,
16218,BLitzKriEg 2 anthoLOGy,PC,2008,stRAteGy,ascaron entertainment gmbh,0.0,0.01,0.0,0.0,0.01,,,tbd,,"1C, Various, 1C Company",
16219,DOdoNpAchI sAiDAiouJOU,X360,2013,SHoOter,cave,0.0,0.0,0.01,0.0,0.01,,,,,,
16220,Last EsCORT: cLub KATZe,PS2,2010,AdVENTuRE,d3publisher,0.0,0.0,0.01,0.0,0.01,,,,,,
16221,FUurAIki 3,PSV,2015,aCTIon,unknown,0.0,0.0,0.01,0.0,0.01,,,,,,
16222,phANTaSy StaR oNLine 2 ePISODE 4: dElUxE packAGE,PSV,2017,rOlE-PlAYING,sega,0.0,0.0,0.01,0.0,0.01,,,,,,
16223,1/2 sUMmER +,PSP,2013,adVENTuRe,kaga create,0.0,0.0,0.01,0.0,0.01,,,,,,
16224,WiNniNg posT 7 maxiMum 2008,PS3,2008,sPortS,tecmo koei,0.0,0.0,0.01,0.0,0.01,,,,,,
16225,SBK09 superBikE wORld cHamPIOnShiP,PS3,2009,raCing,black bean games,0.0,0.01,0.0,0.0,0.01,,,,,,
16226,TeARS tO tiARA: kaKAN nO daIChI PorTAbLe,PSP,2010,AdVENtURE,aqua plus,0.0,0.0,0.01,0.0,0.01,,,,,,
16227,TanTEi JinGuuJi sAbURO ds: FusERareTA ShinJItsu,DS,2009,ADVentuRE,arc system works,0.0,0.0,0.01,0.0,0.01,,,,,,
16228,NiNjA GAideN SiGmA 2,PSV,2013,actIOn,tecmo koei,0.0,0.0,0.01,0.0,0.01,,,,,,
16229,UefA cHAmPioNs lEaGue 2006-2007,PSP,2007,sPorTs,electronic arts,0.01,0.0,0.0,0.0,0.01,71.0,14.0,tbd,,EA Canada,E
16230,monsTER rANCHer adVANCe 2,GBA,2002,SimulAtioN,tecmo koei,0.01,0.0,0.0,0.0,0.01,79.0,5.0,9.4,9.0,"Tecmo, Graphic Research",E
16231,BIg heRO 6: BAtTle IN thE BaY,3DS,2014,aCtIOn,gamemill entertainment,0.0,0.01,0.0,0.0,0.01,,,,,,
16232,dr. SlUMP & AraLE-CHaN,DS,2008,ADVENtuRE,namco bandai games,0.0,0.0,0.01,0.0,0.01,,,,,,
16233,mADDen NFL 13,PS3,2012,SPORts,electronic arts,0.0,0.01,0.0,0.0,0.01,83.0,22.0,5.5,101.0,EA Tiburon,E
16234,uMineko no nAkU KOrO NI PORtAblE 1,PSP,2011,adVeNTuRe,alchemist,0.0,0.0,0.01,0.0,0.01,,,,,,
16235,FesTa!! hYpER GIrLs PartY,PS2,2006,aDvEntuRe,kid,0.0,0.0,0.01,0.0,0.01,,,,,,
16236,geTEN No hAnA: YUME akArI,PSP,2014,MisC,tecmo koei,0.0,0.0,0.01,0.0,0.01,,,,,,
16237,KIKIiTe hAjIMaRU: EIGO kAiwa TrAInInG - KikiTorE,DS,2008,mISC,benesse,0.0,0.0,0.01,0.0,0.01,,,,,,
16238,VanArK,PS,1999,ShOotER,jaleco,0.01,0.01,0.0,0.0,0.01,,,,,,
16239,GaME boOk DS: swOrD WoRLD 2.0,DS,2009,role-PLAying,broccoli,0.0,0.0,0.01,0.0,0.01,,,,,,
16240,wTA TOUR TennIs,XB,2002,SportS,konami digital entertainment,0.01,0.0,0.0,0.0,0.01,,,tbd,,Konami,E
16241,fERnbus SIMuLatoR,PC,2016,sImuLATIOn,aerosoft,0.0,0.01,0.0,0.0,0.01,,,tbd,,TML-Studios,
16242,furIouS KaRtINg,XB,2003,RaCIng,atari,0.01,0.0,0.0,0.0,0.01,63.0,17.0,tbd,,Babylon Software,T
16243,Il-2 sTurmOvIk,PC,2001,SIMUlatIoN,blue byte,0.0,0.01,0.0,0.0,0.01,91.0,12.0,8.8,130.0,"1C, 1C Company",T
16244,NHL 16,PS3,2015,spORtS,electronic arts,0.0,0.01,0.0,0.0,0.01,,,,,,
16245,pET sHoP MonOgaTARi DS 2,DS,2010,SiMULaTION,taito,0.0,0.0,0.01,0.0,0.01,,,,,,
16246,mOnkEy MaDnEsS: ISlanD esCaPe,DS,2010,ACtioN,storm city games,0.01,0.0,0.0,0.0,0.01,,,tbd,,Storm City Games,E10+
16247,ChOkKaN! AsondE ReLaxUma,DS,2008,ActIon,rocket company,0.0,0.0,0.01,0.0,0.01,,,,,,
16248,HOT wHeelS: StuNT TRaCK CHallenGe / WorLD race,GBA,2006,raCIng,"destination software, inc",0.01,0.0,0.0,0.0,0.01,,,,,,
16249,MINnA NO CoNvEnI,DS,2010,SiMulATioN,taito,0.0,0.0,0.01,0.0,0.01,,,,,,
16250,aCcEL World: KAsOku no ChoUTEn,PSP,2013,ADVeNtUrE,namco bandai games,0.0,0.0,0.01,0.0,0.01,,,,,,
16251,azuRe sTriKEr GuNvolt: stRikER PaCk,3DS,2016,actiOn,inti creates,0.0,0.0,0.01,0.0,0.01,,,tbd,,Inti Creates,T
16252,SoUlCalibUr LEGENdS (Jp sALES),Wii,2007,ActIOn,namco bandai games,0.0,0.0,0.01,0.0,0.01,,,,,,
16253,thEaTrE Of waR,PC,2007,STRATEGY,kalypso media,0.0,0.01,0.0,0.0,0.01,66.0,13.0,6.2,21.0,"Battlefront.com, 1C, 1C Company",T
16254,IZuMo 2,PS2,2006,AdVenTURE,gn software,0.0,0.0,0.01,0.0,0.01,,,,,,
16255,EnTaKU No SeITO: STUdeNTs oF rounD,X360,2011,roLe-playiNg,chunsoft,0.0,0.0,0.01,0.0,0.01,,,,,,
16256,braTZ: fOReVeR diAmONdz,PS2,2006,AdVeNturE,thq,0.01,0.01,0.0,0.0,0.01,,,tbd,,Blitz Games,E
16257,sMiley WorLd: IsLAnD CHalLenGe,DS,2009,puzZlE,zoo digital publishing,0.01,0.0,0.0,0.0,0.01,,,tbd,,Frame Studios Interactive,E
16258,Pc eNGINe bEST cOLlenTION: gINGa OJOUSAmA DEnSEtSU cOLlECTIOn,PSP,2008,ADvENTURE,hudson soft,0.0,0.0,0.01,0.0,0.01,,,,,,
16259,ISShONi gOhAn. pORTabLe,PSP,2013,AdveNtUre,boost on,0.0,0.0,0.01,0.0,0.01,,,,,,
16260,kinG oF figHTeRS 2002: unliMiTED MatCH tOugeKi VEr.,PS2,2010,fiGHTiNg,snk playmore,0.0,0.0,0.01,0.0,0.01,,,,,,
16261,HaNayAmata: yoSakoi LIvE,PSV,2014,AdVenTURE,namco bandai games,0.0,0.0,0.01,0.0,0.01,,,,,,
16262,mAliCe,XB,2004,PlaTFoRM,evolved games,0.01,0.0,0.0,0.0,0.01,48.0,16.0,tbd,,Argonaut Games,T
16263,Htol#Niq: tHe FiReFLy DIAry,PSV,2014,PlatForm,nippon ichi software,0.0,0.0,0.01,0.0,0.01,58.0,16.0,7.7,23.0,Nippon Ichi Software,T
16264,RosArio To VamPiRe: TAnabaTa nO MiSS yoUKAi GaKuEn,DS,2008,ADvenTURE,capcom,0.0,0.0,0.01,0.0,0.01,,,,,,
16265,virtUA TENNiS 3,PC,2007,SpOrtS,sega,0.0,0.01,0.0,0.0,0.01,,,7.4,17.0,Sumo Digital,E
16266,wALLAce & gROMIT: cuRSE oF THE WerE-rABbit,XB,2005,adVenTUrE,konami digital entertainment,0.01,0.0,0.0,0.0,0.01,,,,,,
16267,WORMs: Wmd,XOne,2016,actiON,sold out,0.01,0.0,0.0,0.0,0.01,75.0,24.0,8.1,7.0,Team 17,E10+
16268,OUkA SEngOKu PoRtAbLe,PSP,2012,aDVEnTUre,alchemist,0.0,0.0,0.01,0.0,0.01,,,,,,
16269,SHePHERd's CroSsING,PSP,2009,SImuLAtiON,success,0.0,0.0,0.01,0.0,0.01,,,tbd,,Success,E
16270,thE BOok of unwritTEN TAleS 2,WiiU,2016,AdVEntuRE,nordic games,0.0,0.01,0.0,0.0,0.01,,,tbd,,KING Art,T
16271,DARK PARABleS: tHE eXiLeD PRINce,PC,2011,pUZZlE,unknown,0.0,0.01,0.0,0.0,0.01,,,tbd,,Blue Tea Games,E10+
16272,TaCTIcS LAyER: riTINA gUArD seNKI,DS,2009,sTraTegy,d3publisher,0.0,0.0,0.01,0.0,0.01,,,,,,
16273,HyaKKA YaKOu,PSV,2015,acTioN,unknown,0.0,0.0,0.01,0.0,0.01,,,,,,
16274,san-X chArACTER ChAnnel: ALL-Star daisHUUGOU!,DS,2008,ActiON,mto,0.0,0.0,0.01,0.0,0.01,,,,,,
16275,fUuN sHINSEnguMi baKUMatSudeN poRTabLe,PSP,2009,acTIon,from software,0.01,0.0,0.0,0.0,0.01,,,,,,
16276,dOki-Doki uNIvErSe,PSV,2013,adVEnTURE,sony computer entertainment,0.0,0.01,0.0,0.0,0.01,66.0,7.0,5.7,16.0,SCEA,E10+
16277,seGA GOlf ClUB: MiYazAto san kyOUdai NAIzou,PS3,2006,SPorTS,sega,0.0,0.0,0.01,0.0,0.01,,,,,,
16278,rozEN MAIdeN: geBEtgaRTEn,PS2,2007,fIGHTiNg,taito,0.0,0.0,0.01,0.0,0.01,,,,,,
16279,sANgOKU kOi sEnKi: oMoIDe GaEShI - Cs ediTioN,PSV,2016,AdVenture,prototype,0.0,0.0,0.01,0.0,0.01,,,,,,
16280,HOmEWOrLD REmasTerEd colleCtIOn,PC,,sTrAtEGY,,0.0,0.01,0.0,0.0,0.01,86.0,49.0,8.2,324.0,Gearbox Software,E10+
16281,Princess arThur,PSP,2013,misC,idea factory,0.0,0.0,0.01,0.0,0.01,,,,,,
16282,BRaIn eXErcIsE wITH dr. KAWaShima,PC,2009,PuzZlE,namco bandai games,0.0,0.01,0.0,0.0,0.01,,,,,,
16283,SHErLoCK hOlMEs: the DEVIL's daUghtEr,PC,2016,adVENTURE,bigben interactive,0.0,0.01,0.0,0.0,0.01,65.0,18.0,7.3,72.0,Frogwares,T
16284,sAKurA-SOU no peT na kaNoJO,PSP,2013,aDvEnTUrE,kadokawa games,0.0,0.0,0.01,0.0,0.01,,,,,,
16285,fAtAl fury: batTle arCHIvEs vOlUMe 2 (Jp SaLEs),PS2,2007,fIgHting,snk playmore,0.0,0.0,0.01,0.0,0.01,,,,,,
16286,TOro TO mORiMOrI,PS3,2009,mIsc,sony computer entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,
16287,taNtei JiNguUJI SaBURo: HAI tO diaMONd,PSP,2009,adveNTURE,arc system works,0.0,0.0,0.01,0.0,0.01,,,,,,
16288,SaTisfAsHION,Wii,2010,Misc,destineer,0.01,0.0,0.0,0.0,0.01,,,tbd,,XS Games,E
16289,TrUCK raCER,Wii,2009,RAciNg,nordic games,0.0,0.01,0.0,0.0,0.01,,,,,,
16290,METAl SLuG ANthoLoGy,PS2,2007,ShooteR,ignition entertainment,0.0,0.0,0.01,0.0,0.01,80.0,20.0,8.1,16.0,Terminal Reality,T
16291,SHoRTs,DS,,plaTFORm,unknown,0.01,0.0,0.0,0.0,0.01,,,tbd,,Artificial Mind and Movement,E10+
16292,K-1 gRand PRiX,PS,1999,figHtINg,jaleco,0.01,0.01,0.0,0.0,0.01,,,,,,
16293,ravE MaSTEr: SPEcIaL AtTaCk fORCe!,GBA,2002,fighTInG,konami digital entertainment,0.01,0.0,0.0,0.0,0.01,56.0,9.0,tbd,,KCEJ,T
16294,siMPle 2000 sEriES vOL. 120: the SaIgo No niPpon tSuWaMOno,PS2,2007,sTRategy,d3publisher,0.0,0.0,0.01,0.0,0.01,,,,,,
16295,caSper,GBA,2002,adveNTURE,microids,0.01,0.0,0.0,0.0,0.01,,,,,,
16296,akb1/48: IdoL to gUAm dE koISHiTArA...,X360,,misc,,0.0,0.0,0.01,0.0,0.01,,,,,,
16297,aDventuRe time: the SECREt Of tHe nAmEleSS ,X360,2014,AdVEnTure,little orbit,0.01,0.0,0.0,0.0,0.01,,,,,,
16298,FooTbAlL MANAGER 2005,PC,2004,sPOrTs,sega,0.0,0.01,0.0,0.0,0.01,,,,,,
16299,HAkuokI: ReIMEIrOkU ds,DS,2012,aCtiOn,idea factory,0.0,0.0,0.01,0.0,0.01,,,,,,
16300,bAtTLeFORgE,PC,2009,strATEgY,electronic arts,0.0,0.01,0.0,0.0,0.01,75.0,37.0,7,112.0,EA Phenomic,T
16301,tUrBO traINZ,Wii,2012,raCinG,mastertronic,0.0,0.01,0.0,0.0,0.01,,,,,,
16302,RO-Kyu-bu! secrEt PHoTo op,PSV,2014,AdVenturE,kadokawa games,0.0,0.0,0.01,0.0,0.01,,,,,,
16303,baRbIe ANd hER SiSTErS pupPY REscUE,WiiU,2015,aCtION,namco bandai games,0.0,0.01,0.0,0.0,0.01,,,2.8,11.0,"Torus Games, Little Orbit",E
16304,CALAdrIus,X360,2013,shooTEr,moss,0.0,0.0,0.01,0.0,0.01,,,tbd,,Moss,T
16305,dUEL lovE: koIsUru otOME wa shOuRI no MeGami,DS,2008,advenTUrE,namco bandai games,0.0,0.0,0.01,0.0,0.01,,,,,,
16306,sUpER ROBOT mOnkey tEAM: GaMe bOY aDvanCE vIdEo vOluME 1,GBA,2005,misc,,0.01,0.0,0.0,0.0,0.01,,,,,,
16307,FReEksTyle,GBA,2003,RACing,zoo digital publishing,0.01,0.0,0.0,0.0,0.01,65.0,7.0,tbd,,Full-Fat,E
16308,MySTeRy LegEnDs: BEaUtY aND tHe BeAst,PC,2012,puZzle,focus multimedia,0.0,0.01,0.0,0.0,0.01,,,,,Activision,E10+
16309,tOMoYo aFtER: IT'S a woNderFul LiFE cs EdItiON,PS2,2007,AdVentURE,prototype,0.0,0.0,0.01,0.0,0.01,,,,,,
16310,bUnmEi kaika: AOIza IBUnROkU sAiEN,PSP,2012,action,furyu,0.0,0.0,0.01,0.0,0.01,,,,,,
16311,GROovIN' BLOcks,Wii,2009,pUZZle,zoo games,0.01,0.0,0.0,0.0,0.01,75.0,13.0,8.5,6.0,Empty Clip Studios,E
16312,Aa mEgAmI-SAMAa,PS2,2007,aDVenTure,marvelous interactive,0.0,0.0,0.01,0.0,0.01,,,,,,
16313,RaiL siMulaToR,PC,2007,SIMUlATiOn,electronic arts,0.0,0.01,0.0,0.0,0.01,72.0,13.0,6.9,24.0,Kuju Entertainment,E
16314,baNjo-kaZooIe,X360,2008,PLatFORM,microsoft game studios,0.0,0.01,0.0,0.0,0.01,77.0,17.0,8.2,70.0,4J Studios,E
16315,mONstER hiGH: neW ghoUL In ScHOOL,Wii,2015,ActiOn,little orbit,0.0,0.01,0.0,0.0,0.01,,,tbd,,"Torus Games, Little Orbit",E
16316,bakumatSU ROck,PSP,2014,aCTION,marvelous entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,
16317,PROToTYpE: BioHazArD BUNdle,XOne,2016,action,activision,0.01,0.0,0.0,0.0,0.01,56.0,4.0,3.1,14.0,Radical Entertainment,M
16318,FAr east of eDeN Ii: mANJi MARU,DS,2006,role-plaYiNG,hudson soft,0.0,0.0,0.01,0.0,0.01,,,,,,
16319,FAMIly JOCkeY,Wii,2008,spORts,namco bandai games,0.0,0.0,0.01,0.0,0.01,,,,,,
16320,spidER-MaN: friEND or FOE,PC,2007,AcTION,activision,0.01,0.0,0.0,0.0,0.01,57.0,9.0,5.3,11.0,Beenox,E10+
16321,thuNDER alleY,GBA,2004,raciNg,xs games,0.01,0.0,0.0,0.0,0.01,23.0,4.0,tbd,,Pronto Games,E
16322,ReSIsTaNce dual Pack,PS3,2011,shOoter,sony computer entertainment,0.0,0.01,0.0,0.0,0.01,,,tbd,,Insomniac Games,M
16323,BlAZBlUE: caLAmity TrIGGEr,PC,2010,FighTING,pqube,0.0,0.01,0.0,0.0,0.01,,,8.7,26.0,Arc System Works,T
16324,NyARukO-San: NafUsHIgataI gAmE no YOu Na MoNo,PSV,2013,AdvenTUre,5pb,0.0,0.0,0.01,0.0,0.01,,,,,,
16325,AGAThA ChriSTIe'S tHE aBC MURdERs,XOne,2016,AdVenTurE,microids,0.01,0.0,0.0,0.0,0.01,66.0,7.0,7.5,8.0,Microids,
16326,samuRaI warRIOrs: SanaDA Maru,PSV,2016,aCTioN,tecmo koei,0.0,0.0,0.01,0.0,0.01,,,,,,
